3.63965	9.8093	8.94564	3.63965	9.8093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.24626	10.5639	9.69111	4.24626	10.5639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.85286	11.3184	10.4366	4.85286	11.3184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.45947	12.073	11.1821	5.45947	12.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.06608	12.8275	11.9275	6.06608	12.8275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.67269	13.5821	12.673	6.67269	13.5821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.2793	14.3367	13.4185	7.2793	14.3367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.88591	15.0912	14.1639	7.88591	15.0912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.49251	15.8458	14.9094	8.49251	15.8458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.09912	16.6003	15.6549	9.09912	16.6003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.70573	17.3549	16.4003	9.70573	17.3549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.3123	18.1095	17.1458	10.3123	18.1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.9189	18.864	17.8913	10.9189	18.864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.5256	19.6186	18.6368	11.5256	19.6186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.1322	20.3732	19.3822	12.1322	20.3732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.7388	21.1277	20.1277	12.7388	21.1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.3454	21.8823	20.8732	13.3454	21.8823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.952	22.6368	21.6186	13.952	22.6368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14.5586	23.3914	22.3641	14.5586	23.3914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.1652	24.146	23.1096	15.1652	24.146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.7718	24.9005	23.855	15.7718	24.9005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.3784	25.6551	24.6005	16.3784	25.6551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.985	26.4096	25.346	16.985	26.4096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.5916	27.1642	26.0915	17.5916	27.1642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.1982	27.9188	26.8369	18.1982	27.9188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.8049	28.6733	27.5824	18.8049	28.6733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.4115	29.4279	28.3279	19.4115	29.4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.0181	30.1825	29.0733	20.0181	30.1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.6247	30.937	29.8188	20.6247	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.2313	30.937	30.5643	21.2313	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.8379	30.937	30.937	21.8379	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22.4445	30.937	30.937	22.4445	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23.0511	30.937	30.937	23.0511	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23.6577	30.937	30.937	23.6577	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24.2643	30.937	30.937	24.2643	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24.8709	30.937	30.937	24.8709	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25.4775	30.937	30.937	25.4775	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26.0841	30.937	30.937	26.0841	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26.6908	30.937	30.937	26.6908	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27.2974	30.937	30.937	27.2974	30.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27.904	30.937	30.937	27.904	30.937	1	0	3	0	0	1	0	1	0	0	1	0	1	0	0	
0.606608	30.937	0.606608	28.5106	30.937	1	0	3	0	0	0	0	0	0	0	1	0	1	0	0	
1.21322	30.937	1.21322	29.1172	30.937	1	0	3	0	0	0	0	0	0	0	1	0	1	0	0	
1.81982	30.937	1.81982	29.7238	30.937	1	0	3	0	0	0	0	0	0	0	1	0	1	0	0	
2.42643	30.937	2.42643	30.3304	30.937	1	0	3	0	0	0	0	0	0	0	1	0	1	0	0	
3.03304	30.937	3.03304	30.937	30.937	1	0	3	0	0	0	0	0	0	0	1	0	1	0	0	
3.63965	30.937	3.63965	30.937	30.937	1	0	3	0	0	0	0	0	0	0	1	0	1	0	0	
4.24626	30.937	4.24626	30.937	30.937	0	0	3	4	0	0	0	1	1	0	0	0	1	1	0	
4.85286	30.937	0.606608	0.606608	30.937	0	0	3	4	0	0	0	0	0	0	0	0	1	1	0	
5.45947	30.937	1.21322	1.21322	30.937	0	0	3	4	0	0	0	0	0	0	0	0	1	1	0	
6.06608	30.937	1.81982	1.81982	30.937	0	0	3	4	0	0	0	0	0	0	0	0	1	1	0	
6.67269	30.937	2.42643	2.42643	30.937	1	2	3	4	0	1	1	0	0	0	1	1	1	1	0	
0.606608	0.61874	3.03304	3.03304	30.937	1	2	3	4	0	0	0	0	0	0	1	1	1	1	0	
1.21322	1.23748	3.63965	3.63965	30.937	1	2	3	4	0	0	0	0	0	0	1	1	1	1	0	
1.81982	1.85622	4.24626	4.24626	30.937	1	2	3	4	0	0	0	0	0	0	1	1	1	1	0	
2.42643	2.47496	4.85286	4.85286	30.937	1	2	3	4	0	0	0	0	0	0	1	1	1	1	0	
3.03304	3.0937	5.45947	5.45947	30.937	1	2	3	4	0	0	0	0	0	0	1	1	1	1	0	
3.63965	3.71244	6.06608	6.06608	30.937	1	2	3	4	0	0	0	0	0	0	1	1	1	1	0	
4.24626	4.33118	6.67269	6.67269	30.937	1	2	3	4	0	0	0	0	0	0	1	1	1	1	0	
4.85286	4.94992	7.2793	7.2793	30.937	0	0	3	4	0	0	0	0	0	0	0	0	1	1	0	
5.45947	5.56866	7.88591	7.88591	30.937	1	0	3	4	0	1	0	0	1	0	1	0	1	1	0	
0.606608	6.1874	8.49251	0.606608	30.937	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
1.21322	6.80614	9.09912	1.21322	30.937	1	0	3	4	0	1	0	1	0	0	1	0	1	1	0	
0.606608	7.42488	0.606608	1.81982	30.937	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
1.21322	8.04362	1.21322	2.42643	30.937	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
1.81982	8.66236	1.81982	3.03304	30.937	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
2.42643	9.2811	2.42643	3.63965	30.937	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
3.03304	9.89984	3.03304	4.24626	30.937	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
3.63965	10.5186	3.63965	4.85286	30.937	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
4.24626	0	4.24626	5.45947	0	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
4.85286	0	4.85286	6.06608	0	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
0	0	0	0	0	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
0	0	0	0	0	1	2	3	4	5	0	1	0	0	1	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
0	0	0	0	0	1	2	3	4	5	0	1	0	0	1	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	1	0	1	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	1	1	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	1	0	1	1	1	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	1	1	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	1	1	1	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	1	0	0	0	1	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	1	1	1	1	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	2	3	4	5	0	0	0	0	0	1	1	1	1	1	
0	0	0	0	0	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
0	0	0	0	0	1	0	3	4	0	0	0	0	0	0	1	0	1	1	0	
